"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1016","SQL injection string is accepted without server error @api @security","mobile-chrome","Mon Mar 02 12:20:52 UTC 2026","passed","Mon Mar 02 12:20:53 UTC 2026","Prompt Edge Cases — Security & Encoding","api/prompt-edge-cases.spec.ts","",""
"","868","GET /api/video-history returns videos array with expected shape @api @smoke @regression","chromium","Mon Mar 02 12:20:30 UTC 2026","passed","Mon Mar 02 12:20:31 UTC 2026","Generation Pipeline API","api/generation-pipeline.spec.ts","",""
"","806","dialogue-heavy script extracts shots @ui","mobile-chrome","Mon Mar 02 12:21:07 UTC 2026","skipped","Mon Mar 02 12:21:08 UTC 2026","Stock Footage — Script Parsing Edge Cases","ui/stock-footage-edge.spec.ts","",""
"","1324","video-history with huge limit is handled @api","webkit","Mon Mar 02 12:20:52 UTC 2026","passed","Mon Mar 02 12:20:54 UTC 2026","Negative Paths — API Contract Edge Cases","api/negative-paths.spec.ts","",""
"","364","video history should have valid aspect_ratio values @api @regression","webkit","Mon Mar 02 12:20:48 UTC 2026","passed","Mon Mar 02 12:20:48 UTC 2026","Generation Pipeline — Data Integrity","api/generation-pipeline.spec.ts","",""
"","1328","video settings present with correct defaults @smoke @ui","webkit","Mon Mar 02 12:21:59 UTC 2026","passed","Mon Mar 02 12:22:00 UTC 2026","Stock Footage Page","ui/stock-footage.spec.ts","",""
"","39","whitespace-only prompt returns 400 @api","webkit","Mon Mar 02 12:20:54 UTC 2026","passed","Mon Mar 02 12:20:54 UTC 2026","Prompt Edge Cases — Security & Encoding","api/prompt-edge-cases.spec.ts","",""
"","637","start over button resets to input state @ui","mobile-chrome","Mon Mar 02 12:21:09 UTC 2026","skipped","Mon Mar 02 12:21:10 UTC 2026","Stock Footage — Script Parsing","ui/stock-footage.spec.ts","",""
"","968","GET /api/video-history with filter=mine returns cookie-filtered videos @api","webkit","Mon Mar 02 12:20:48 UTC 2026","passed","Mon Mar 02 12:20:49 UTC 2026","Generation Pipeline API","api/generation-pipeline.spec.ts","",""
"","2411","All Videos tab shows videos with count > 0 @smoke @ui","firefox","Mon Mar 02 12:21:02 UTC 2026","passed","Mon Mar 02 12:21:05 UTC 2026","History Page","ui/history.spec.ts","",""
"","10326","single word input parses without crash @ui","webkit","Mon Mar 02 12:21:17 UTC 2026","passed","Mon Mar 02 12:21:27 UTC 2026","Stock Footage — Script Parsing Edge Cases","ui/stock-footage-edge.spec.ts","",""
"","18287","text without scene headings still parses @ui","webkit","Mon Mar 02 12:22:21 UTC 2026","passed","Mon Mar 02 12:22:39 UTC 2026","Stock Footage — Script Parsing Edge Cases","ui/stock-footage-edge.spec.ts","",""
"","1644","Your Videos tab shows videos for current cookie @smoke @ui","firefox","Mon Mar 02 12:21:02 UTC 2026","passed","Mon Mar 02 12:21:03 UTC 2026","History Page","ui/history.spec.ts","",""
"","1363","SQL injection string is accepted without server error @api @security","webkit","Mon Mar 02 12:20:52 UTC 2026","passed","Mon Mar 02 12:20:54 UTC 2026","Prompt Edge Cases — Security & Encoding","api/prompt-edge-cases.spec.ts","",""
"","2698","Your Videos tab shows empty state for fresh browser @ui","webkit","Mon Mar 02 12:21:06 UTC 2026","passed","Mon Mar 02 12:21:08 UTC 2026","History Page — Fresh Session","ui/history.spec.ts","",""
"","785","generate-video should include rate limiting headers @api @regression","chromium","Mon Mar 02 12:20:31 UTC 2026","passed","Mon Mar 02 12:20:32 UTC 2026","Generation Pipeline — Data Integrity","api/generation-pipeline.spec.ts","",""
"","272","video-history with negative offset returns error or empty @api","firefox","Mon Mar 02 12:20:51 UTC 2026","passed","Mon Mar 02 12:20:52 UTC 2026","Negative Paths — API Contract Edge Cases","api/negative-paths.spec.ts","",""
"","4598","video cards display status badges @ui","webkit","Mon Mar 02 12:21:01 UTC 2026","passed","Mon Mar 02 12:21:06 UTC 2026","History Page","ui/history.spec.ts","",""
"","372","video-status should return sanitized error for invalid taskId @api @regression","mobile-chrome","Mon Mar 02 12:20:51 UTC 2026","passed","Mon Mar 02 12:20:52 UTC 2026","Generation Pipeline — Data Integrity","api/generation-pipeline.spec.ts","",""
"","290","video history should have valid aspect_ratio values @api @regression","chromium","Mon Mar 02 12:20:31 UTC 2026","passed","Mon Mar 02 12:20:31 UTC 2026","Generation Pipeline — Data Integrity","api/generation-pipeline.spec.ts","",""
"","15945","generate button appears with correct video count @ui","firefox","Mon Mar 02 12:21:58 UTC 2026","passed","Mon Mar 02 12:22:14 UTC 2026","Stock Footage — Script Parsing","ui/stock-footage.spec.ts","",""
"","3554","Studio page should have no a11y violations @a11y @regression","firefox","Mon Mar 02 12:20:38 UTC 2026","passed","Mon Mar 02 12:20:42 UTC 2026","Accessibility — WCAG 2.1 AA Scans","a11y/page-scans.spec.ts","",""
"","626","single word input parses without crash @ui","mobile-chrome","Mon Mar 02 12:21:07 UTC 2026","skipped","Mon Mar 02 12:21:07 UTC 2026","Stock Footage — Script Parsing Edge Cases","ui/stock-footage-edge.spec.ts","",""
"","631","default aspect ratio is Portrait @smoke @ui","firefox","Mon Mar 02 12:21:45 UTC 2026","passed","Mon Mar 02 12:21:46 UTC 2026","Stock Footage Page","ui/stock-footage.spec.ts","",""
"","1193","video-history with huge limit is handled @api","chromium","Mon Mar 02 12:20:33 UTC 2026","passed","Mon Mar 02 12:20:35 UTC 2026","Negative Paths — API Contract Edge Cases","api/negative-paths.spec.ts","",""
"","2122","very long prompt is handled without 500 @api","chromium","Mon Mar 02 12:20:35 UTC 2026","passed","Mon Mar 02 12:20:38 UTC 2026","Prompt Edge Cases — Security & Encoding","api/prompt-edge-cases.spec.ts","",""
"","793","GET /api/video-history returns videos array with expected shape @api @smoke @regression","webkit","Mon Mar 02 12:20:47 UTC 2026","passed","Mon Mar 02 12:20:47 UTC 2026","Generation Pipeline API","api/generation-pipeline.spec.ts","",""
"","15784","start over button resets to input state @ui","chromium","Mon Mar 02 12:21:26 UTC 2026","passed","Mon Mar 02 12:21:42 UTC 2026","Stock Footage — Script Parsing","ui/stock-footage.spec.ts","",""
"","1364","emoji prompt is accepted @api","firefox","Mon Mar 02 12:20:55 UTC 2026","passed","Mon Mar 02 12:20:56 UTC 2026","Prompt Edge Cases — Security & Encoding","api/prompt-edge-cases.spec.ts","",""
"","1171","path traversal in prompt does not cause server error @api @security","webkit","Mon Mar 02 12:20:54 UTC 2026","passed","Mon Mar 02 12:20:55 UTC 2026","Prompt Edge Cases — Security & Encoding","api/prompt-edge-cases.spec.ts","",""
"","421","video settings present with correct defaults @smoke @ui","chromium","Mon Mar 02 12:21:09 UTC 2026","passed","Mon Mar 02 12:21:10 UTC 2026","Stock Footage Page","ui/stock-footage.spec.ts","",""
"","1621","XSS script tag is accepted without server error @api @security","mobile-chrome","Mon Mar 02 12:20:52 UTC 2026","passed","Mon Mar 02 12:20:54 UTC 2026","Prompt Edge Cases — Security & Encoding","api/prompt-edge-cases.spec.ts","",""
"","1851","generate-video with invalid aspect_ratio returns error @api","chromium","Mon Mar 02 12:20:33 UTC 2026","passed","Mon Mar 02 12:20:35 UTC 2026","Negative Paths — API Contract Edge Cases","api/negative-paths.spec.ts","",""
"","19538","dialogue-heavy script extracts shots @ui","chromium","Mon Mar 02 12:20:49 UTC 2026","passed","Mon Mar 02 12:21:08 UTC 2026","Stock Footage — Script Parsing Edge Cases","ui/stock-footage-edge.spec.ts","",""
"","5576","stock footage parse button not intercepted by overlapping elements @ui @regression","mobile-chrome","Mon Mar 02 12:21:00 UTC 2026","passed","Mon Mar 02 12:21:06 UTC 2026","Mobile Viewport — Responsive Layout","ui/mobile.spec.ts","",""
"","41","response includes X-Content-Type-Options: nosniff @api @security","webkit","Mon Mar 02 12:20:55 UTC 2026","passed","Mon Mar 02 12:20:55 UTC 2026","Security Headers Audit","api/security-headers.spec.ts","",""
"","497","unknown route returns 404 @smoke @ui","mobile-chrome","Mon Mar 02 12:21:06 UTC 2026","passed","Mon Mar 02 12:21:06 UTC 2026","Navigation","ui/navigation.spec.ts","",""
"","1912","logo returns to Studio from any page @smoke @ui","firefox","Mon Mar 02 12:21:17 UTC 2026","passed","Mon Mar 02 12:21:19 UTC 2026","Navigation","ui/navigation.spec.ts","",""
"","19066","unicode screenplay text parses without errors @ui","webkit","Mon Mar 02 12:21:22 UTC 2026","passed","Mon Mar 02 12:21:41 UTC 2026","Stock Footage — Script Parsing Edge Cases","ui/stock-footage-edge.spec.ts","",""
"","204","POST /api/generate-video with empty prompt returns 400 @api @smoke","mobile-chrome","Mon Mar 02 12:20:50 UTC 2026","passed","Mon Mar 02 12:20:50 UTC 2026","Generation Pipeline API","api/generation-pipeline.spec.ts","",""
"","30","response includes X-Frame-Options @api @security","webkit","Mon Mar 02 12:20:55 UTC 2026","passed","Mon Mar 02 12:20:55 UTC 2026","Security Headers Audit","api/security-headers.spec.ts","",""
"","676","button text reflects video count @smoke @ui","firefox","Mon Mar 02 12:22:03 UTC 2026","passed","Mon Mar 02 12:22:03 UTC 2026","Studio Page","ui/studio.spec.ts","",""
"","8544","Stock Footage page should have no a11y violations @a11y @regression","webkit","Mon Mar 02 12:20:38 UTC 2026","passed","Mon Mar 02 12:20:47 UTC 2026","Accessibility — WCAG 2.1 AA Scans","a11y/page-scans.spec.ts","",""
"","1030","completed videos have playable video elements @ui @regression","chromium","Mon Mar 02 12:20:47 UTC 2026","failed","Mon Mar 02 12:20:48 UTC 2026","History Page","ui/history.spec.ts","",""
"","309","GET /api/video-history returns videos array with expected shape @api @smoke @regression","mobile-chrome","Mon Mar 02 12:20:50 UTC 2026","passed","Mon Mar 02 12:20:51 UTC 2026","Generation Pipeline API","api/generation-pipeline.spec.ts","",""
"","14","response includes Strict-Transport-Security @api @security","chromium","Mon Mar 02 12:20:37 UTC 2026","passed","Mon Mar 02 12:20:37 UTC 2026","Security Headers Audit","api/security-headers.spec.ts","",""
"","3356","XSS payload in history is rendered as text, not executed @security","webkit","Mon Mar 02 12:21:07 UTC 2026","passed","Mon Mar 02 12:21:10 UTC 2026","Prompt Edge Cases — Security & Encoding","api/prompt-edge-cases.spec.ts","",""
"","306","API endpoints do not expose server version headers @api @security","mobile-chrome","Mon Mar 02 12:20:57 UTC 2026","passed","Mon Mar 02 12:20:57 UTC 2026","Security Headers Audit","api/security-headers.spec.ts","",""
"","840","GET /api/video-status with valid taskId returns status object @api","firefox","Mon Mar 02 12:20:44 UTC 2026","passed","Mon Mar 02 12:20:45 UTC 2026","Generation Pipeline API","api/generation-pipeline.spec.ts","",""
"","837","aspect ratio dropdown: Landscape (default), Portrait @smoke @ui","mobile-chrome","Mon Mar 02 12:21:11 UTC 2026","passed","Mon Mar 02 12:21:11 UTC 2026","Studio Page","ui/studio.spec.ts","",""
"","23462","dialogue-heavy script extracts shots @ui","webkit","Mon Mar 02 12:22:21 UTC 2026","passed","Mon Mar 02 12:22:45 UTC 2026","Stock Footage — Script Parsing Edge Cases","ui/stock-footage-edge.spec.ts","",""
"","7975","SQL injection string is accepted without server error @api @security","firefox","Mon Mar 02 12:20:52 UTC 2026","passed","Mon Mar 02 12:21:00 UTC 2026","Prompt Edge Cases — Security & Encoding","api/prompt-edge-cases.spec.ts","",""
"","1726","previz_user_id cookie has HttpOnly flag @security","chromium","Mon Mar 02 12:20:37 UTC 2026","passed","Mon Mar 02 12:20:39 UTC 2026","Security Headers Audit","api/security-headers.spec.ts","",""
"","530","stock footage handles parse failure @ui @regression","chromium","Mon Mar 02 12:20:32 UTC 2026","passed","Mon Mar 02 12:20:33 UTC 2026","Negative Paths — API Down & Error States","api/negative-paths.spec.ts","",""
"","7015","generation trigger transitions to rendering state @smoke @ui @regression","webkit","Mon Mar 02 12:20:40 UTC 2026","passed","Mon Mar 02 12:20:47 UTC 2026","Studio Generation (mocked)","ui/studio.spec.ts","",""
"","16437","script parsing shows loading then parsed shots @smoke @ui","chromium","Mon Mar 02 12:21:09 UTC 2026","passed","Mon Mar 02 12:21:26 UTC 2026","Stock Footage — Script Parsing","ui/stock-footage.spec.ts","",""
"","29","response includes X-Frame-Options @api @security","mobile-chrome","Mon Mar 02 12:20:55 UTC 2026","passed","Mon Mar 02 12:20:55 UTC 2026","Security Headers Audit","api/security-headers.spec.ts","",""
"","25","response includes Content-Security-Policy header @api @security","webkit","Mon Mar 02 12:20:55 UTC 2026","passed","Mon Mar 02 12:20:55 UTC 2026","Security Headers Audit","api/security-headers.spec.ts","",""
"","1097","GET /api/video-status without taskId returns 400 @api @smoke","chromium","Mon Mar 02 12:20:30 UTC 2026","passed","Mon Mar 02 12:20:31 UTC 2026","Generation Pipeline API","api/generation-pipeline.spec.ts","",""
"","132","POST /api/generate-video with empty prompt returns 400 @api @smoke","chromium","Mon Mar 02 12:20:30 UTC 2026","passed","Mon Mar 02 12:20:30 UTC 2026","Generation Pipeline API","api/generation-pipeline.spec.ts","",""
"","899","completed videos have playable video elements @ui @regression","mobile-chrome","Mon Mar 02 12:20:58 UTC 2026","skipped","Mon Mar 02 12:20:59 UTC 2026","History Page","ui/history.spec.ts","",""
"","404","GET /api/video-history with filter=mine returns cookie-filtered videos @api","mobile-chrome","Mon Mar 02 12:20:51 UTC 2026","passed","Mon Mar 02 12:20:51 UTC 2026","Generation Pipeline API","api/generation-pipeline.spec.ts","",""
"","641","path traversal in prompt does not cause server error @api @security","mobile-chrome","Mon Mar 02 12:20:55 UTC 2026","passed","Mon Mar 02 12:20:55 UTC 2026","Prompt Edge Cases — Security & Encoding","api/prompt-edge-cases.spec.ts","",""
"","2332","previz_user_id cookie has HttpOnly flag @security","webkit","Mon Mar 02 12:20:55 UTC 2026","passed","Mon Mar 02 12:20:58 UTC 2026","Security Headers Audit","api/security-headers.spec.ts","",""
"","12353","text without scene headings still parses @ui","firefox","Mon Mar 02 12:21:24 UTC 2026","passed","Mon Mar 02 12:21:36 UTC 2026","Stock Footage — Script Parsing Edge Cases","ui/stock-footage-edge.spec.ts","",""
"","5739","nav links are clickable at mobile width @ui @regression","mobile-chrome","Mon Mar 02 12:20:59 UTC 2026","passed","Mon Mar 02 12:21:05 UTC 2026","Mobile Viewport — Responsive Layout","ui/mobile.spec.ts","",""
"","723","generate button appears with correct video count @ui","mobile-chrome","Mon Mar 02 12:21:09 UTC 2026","skipped","Mon Mar 02 12:21:10 UTC 2026","Stock Footage — Script Parsing","ui/stock-footage.spec.ts","",""
"","159","navigate Studio → Stock Footage → History @smoke @ui","mobile-chrome","Mon Mar 02 12:21:05 UTC 2026","skipped","Mon Mar 02 12:21:05 UTC 2026","Navigation","ui/navigation.spec.ts","",""
"","3331","GET /api/video-status with valid taskId returns status object @api","chromium","Mon Mar 02 12:20:30 UTC 2026","passed","Mon Mar 02 12:20:33 UTC 2026","Generation Pipeline API","api/generation-pipeline.spec.ts","",""
"","6873","history Load More button reachable at mobile width @ui @regression","mobile-chrome","Mon Mar 02 12:21:01 UTC 2026","passed","Mon Mar 02 12:21:08 UTC 2026","Mobile Viewport — Responsive Layout","ui/mobile.spec.ts","",""
"","1172","all 3 nav links visible on every page @smoke @ui","mobile-chrome","Mon Mar 02 12:21:05 UTC 2026","passed","Mon Mar 02 12:21:07 UTC 2026","Navigation","ui/navigation.spec.ts","",""
"","1014","All Videos tab shows videos with count > 0 @smoke @ui","chromium","Mon Mar 02 12:20:39 UTC 2026","passed","Mon Mar 02 12:20:40 UTC 2026","History Page","ui/history.spec.ts","",""
"","1253","generate-video with invalid aspect_ratio returns error @api","firefox","Mon Mar 02 12:20:50 UTC 2026","passed","Mon Mar 02 12:20:51 UTC 2026","Negative Paths — API Contract Edge Cases","api/negative-paths.spec.ts","",""
"","796","HQ mode label and toggle visible @smoke @ui","mobile-chrome","Mon Mar 02 12:21:11 UTC 2026","passed","Mon Mar 02 12:21:12 UTC 2026","Studio Page","ui/studio.spec.ts","",""
"","553","generate button disabled when prompt empty @smoke @ui","firefox","Mon Mar 02 12:22:01 UTC 2026","passed","Mon Mar 02 12:22:02 UTC 2026","Studio Page","ui/studio.spec.ts","",""
"","1380","Studio page should have no a11y violations @a11y @regression","mobile-chrome","Mon Mar 02 12:20:40 UTC 2026","passed","Mon Mar 02 12:20:42 UTC 2026","Accessibility — WCAG 2.1 AA Scans","a11y/page-scans.spec.ts","",""
"","795","GET /api/video-history with filter=mine returns cookie-filtered videos @api","chromium","Mon Mar 02 12:20:31 UTC 2026","passed","Mon Mar 02 12:20:32 UTC 2026","Generation Pipeline API","api/generation-pipeline.spec.ts","",""
"","1622","Stock Footage page should have no a11y violations @a11y @regression","chromium","Mon Mar 02 12:20:27 UTC 2026","passed","Mon Mar 02 12:20:28 UTC 2026","Accessibility — WCAG 2.1 AA Scans","a11y/page-scans.spec.ts","",""
"","1084","Load More button appears and loads additional videos @ui","chromium","Mon Mar 02 12:20:40 UTC 2026","passed","Mon Mar 02 12:20:41 UTC 2026","History Page","ui/history.spec.ts","",""
"","177","response includes X-Content-Type-Options: nosniff @api @security","mobile-chrome","Mon Mar 02 12:20:55 UTC 2026","passed","Mon Mar 02 12:20:55 UTC 2026","Security Headers Audit","api/security-headers.spec.ts","",""
"","15842","two-scene script extracts multiple shots with editable prompts @ui","chromium","Mon Mar 02 12:21:10 UTC 2026","passed","Mon Mar 02 12:21:25 UTC 2026","Stock Footage — Script Parsing","ui/stock-footage.spec.ts","",""
"","329","HQ mode label and toggle visible @smoke @ui","chromium","Mon Mar 02 12:21:31 UTC 2026","passed","Mon Mar 02 12:21:32 UTC 2026","Studio Page","ui/studio.spec.ts","",""
"","746","XSS img tag is accepted without server error @api @security","webkit","Mon Mar 02 12:20:53 UTC 2026","passed","Mon Mar 02 12:20:54 UTC 2026","Prompt Edge Cases — Security & Encoding","api/prompt-edge-cases.spec.ts","",""
"","1066","video cards display status badges @ui","chromium","Mon Mar 02 12:20:39 UTC 2026","passed","Mon Mar 02 12:20:40 UTC 2026","History Page","ui/history.spec.ts","",""
"","24","response includes X-Content-Type-Options: nosniff @api @security","chromium","Mon Mar 02 12:20:37 UTC 2026","passed","Mon Mar 02 12:20:37 UTC 2026","Security Headers Audit","api/security-headers.spec.ts","",""
"","515","parse button disabled when textarea empty, enabled when filled @smoke @ui","chromium","Mon Mar 02 12:21:09 UTC 2026","passed","Mon Mar 02 12:21:09 UTC 2026","Stock Footage Page","ui/stock-footage.spec.ts","",""
"","960","logo returns to Studio from any page @smoke @ui","mobile-chrome","Mon Mar 02 12:21:05 UTC 2026","passed","Mon Mar 02 12:21:06 UTC 2026","Navigation","ui/navigation.spec.ts","",""
"","706","special characters in screenplay parse correctly @ui","mobile-chrome","Mon Mar 02 12:21:08 UTC 2026","skipped","Mon Mar 02 12:21:09 UTC 2026","Stock Footage — Script Parsing Edge Cases","ui/stock-footage-edge.spec.ts","",""
"","762","video-history with negative offset returns error or empty @api","webkit","Mon Mar 02 12:20:51 UTC 2026","passed","Mon Mar 02 12:20:52 UTC 2026","Negative Paths — API Contract Edge Cases","api/negative-paths.spec.ts","",""
"","590","XSS script tag is accepted without server error @api @security","chromium","Mon Mar 02 12:20:34 UTC 2026","passed","Mon Mar 02 12:20:35 UTC 2026","Prompt Edge Cases — Security & Encoding","api/prompt-edge-cases.spec.ts","",""
"","359","studio handles generate-video network failure @ui @regression","firefox","Mon Mar 02 12:20:48 UTC 2026","skipped","Mon Mar 02 12:20:49 UTC 2026","Negative Paths — API Down & Error States","api/negative-paths.spec.ts","",""
"","2316","previz_user_id cookie has Secure flag @security","webkit","Mon Mar 02 12:20:55 UTC 2026","passed","Mon Mar 02 12:20:57 UTC 2026","Security Headers Audit","api/security-headers.spec.ts","",""
"","8063","Studio page should have no a11y violations @a11y @regression","webkit","Mon Mar 02 12:20:38 UTC 2026","passed","Mon Mar 02 12:20:47 UTC 2026","Accessibility — WCAG 2.1 AA Scans","a11y/page-scans.spec.ts","",""
"","15925","start over button resets to input state @ui","firefox","Mon Mar 02 12:22:32 UTC 2026","passed","Mon Mar 02 12:22:48 UTC 2026","Stock Footage — Script Parsing","ui/stock-footage.spec.ts","",""
"","452","studio handles generate-video 500 gracefully @ui @regression","firefox","Mon Mar 02 12:20:48 UTC 2026","skipped","Mon Mar 02 12:20:48 UTC 2026","Negative Paths — API Down & Error States","api/negative-paths.spec.ts","",""
"","4314","XSS payload in history is rendered as text, not executed @security","firefox","Mon Mar 02 12:21:09 UTC 2026","failed","Mon Mar 02 12:21:13 UTC 2026","Prompt Edge Cases — Security & Encoding","api/prompt-edge-cases.spec.ts","",""
"","1444","HQ mode label and toggle visible @smoke @ui","webkit","Mon Mar 02 12:22:57 UTC 2026","passed","Mon Mar 02 12:22:58 UTC 2026","Studio Page","ui/studio.spec.ts","",""
"","277","API endpoints do not expose server version headers @api @security","chromium","Mon Mar 02 12:20:38 UTC 2026","passed","Mon Mar 02 12:20:38 UTC 2026","Security Headers Audit","api/security-headers.spec.ts","",""
"","2389","GET /api/video-status with valid taskId returns status object @api","mobile-chrome","Mon Mar 02 12:20:49 UTC 2026","passed","Mon Mar 02 12:20:51 UTC 2026","Generation Pipeline API","api/generation-pipeline.spec.ts","",""
"","1520","innocent short prompts should not be flagged by moderation @api @regression","chromium","Mon Mar 02 12:20:32 UTC 2026","passed","Mon Mar 02 12:20:33 UTC 2026","Generation Pipeline — Data Integrity","api/generation-pipeline.spec.ts","",""
"","1363","POST /api/generate-video with valid payload returns 200 + taskId @api @smoke @regression","mobile-chrome","Mon Mar 02 12:20:50 UTC 2026","passed","Mon Mar 02 12:20:52 UTC 2026","Generation Pipeline API","api/generation-pipeline.spec.ts","",""
"","1402","parse button disabled when textarea empty, enabled when filled @smoke @ui","webkit","Mon Mar 02 12:21:56 UTC 2026","passed","Mon Mar 02 12:21:57 UTC 2026","Stock Footage Page","ui/stock-footage.spec.ts","",""
"","2908","homepage loads with title and heading @smoke @ui","webkit","Mon Mar 02 12:21:08 UTC 2026","passed","Mon Mar 02 12:21:11 UTC 2026","Navigation","ui/navigation.spec.ts","",""
"","36","response includes Strict-Transport-Security @api @security","webkit","Mon Mar 02 12:20:55 UTC 2026","passed","Mon Mar 02 12:20:55 UTC 2026","Security Headers Audit","api/security-headers.spec.ts","",""
"","1354","page loads with Video History heading @smoke @ui","firefox","Mon Mar 02 12:21:01 UTC 2026","passed","Mon Mar 02 12:21:02 UTC 2026","History Page","ui/history.spec.ts","",""
"","28600","malformed headings still parse or fail gracefully @ui","webkit","Mon Mar 02 12:21:27 UTC 2026","passed","Mon Mar 02 12:21:56 UTC 2026","Stock Footage — Script Parsing Edge Cases","ui/stock-footage-edge.spec.ts","",""
"","894","duration dropdown has 4s, 8s (default), 12s @smoke @ui","firefox","Mon Mar 02 12:22:04 UTC 2026","passed","Mon Mar 02 12:22:05 UTC 2026","Studio Page","ui/studio.spec.ts","",""
"","1148","generate-video should include rate limiting headers @api @regression","firefox","Mon Mar 02 12:20:47 UTC 2026","passed","Mon Mar 02 12:20:48 UTC 2026","Generation Pipeline — Data Integrity","api/generation-pipeline.spec.ts","",""
"","537","studio handles generate-video 500 gracefully @ui @regression","webkit","Mon Mar 02 12:20:49 UTC 2026","skipped","Mon Mar 02 12:20:49 UTC 2026","Negative Paths — API Down & Error States","api/negative-paths.spec.ts","",""
"","1851","generate button disabled when prompt empty @smoke @ui","webkit","Mon Mar 02 12:22:47 UTC 2026","passed","Mon Mar 02 12:22:49 UTC 2026","Studio Page","ui/studio.spec.ts","",""
"","3483","Your Videos tab shows videos for current cookie @smoke @ui","webkit","Mon Mar 02 12:20:58 UTC 2026","passed","Mon Mar 02 12:21:01 UTC 2026","History Page","ui/history.spec.ts","",""
"","735","template literal in prompt does not leak env vars @api @security","webkit","Mon Mar 02 12:20:55 UTC 2026","passed","Mon Mar 02 12:20:56 UTC 2026","Prompt Edge Cases — Security & Encoding","api/prompt-edge-cases.spec.ts","",""
"","3364","navigate Studio → Stock Footage → History @smoke @ui","firefox","Mon Mar 02 12:21:19 UTC 2026","passed","Mon Mar 02 12:21:23 UTC 2026","Navigation","ui/navigation.spec.ts","",""
"","13690","unicode screenplay text parses without errors @ui","firefox","Mon Mar 02 12:21:31 UTC 2026","passed","Mon Mar 02 12:21:44 UTC 2026","Stock Footage — Script Parsing Edge Cases","ui/stock-footage-edge.spec.ts","",""
"","1126","unicode prompt is accepted @api","firefox","Mon Mar 02 12:20:55 UTC 2026","passed","Mon Mar 02 12:20:56 UTC 2026","Prompt Edge Cases — Security & Encoding","api/prompt-edge-cases.spec.ts","",""
"","1627","previz_user_id cookie has Secure flag @security","firefox","Mon Mar 02 12:20:58 UTC 2026","passed","Mon Mar 02 12:21:00 UTC 2026","Security Headers Audit","api/security-headers.spec.ts","",""
"","2733","previz_user_id cookie has SameSite attribute @security","webkit","Mon Mar 02 12:20:56 UTC 2026","passed","Mon Mar 02 12:20:58 UTC 2026","Security Headers Audit","api/security-headers.spec.ts","",""
"","819","template literal in prompt does not leak env vars @api @security","mobile-chrome","Mon Mar 02 12:20:55 UTC 2026","passed","Mon Mar 02 12:20:56 UTC 2026","Prompt Edge Cases — Security & Encoding","api/prompt-edge-cases.spec.ts","",""
"","1431","default aspect ratio is Portrait @smoke @ui","webkit","Mon Mar 02 12:21:57 UTC 2026","passed","Mon Mar 02 12:21:59 UTC 2026","Stock Footage Page","ui/stock-footage.spec.ts","",""
"","496","video-status should return sanitized error for invalid taskId @api @regression","firefox","Mon Mar 02 12:20:46 UTC 2026","passed","Mon Mar 02 12:20:47 UTC 2026","Generation Pipeline — Data Integrity","api/generation-pipeline.spec.ts","",""
"","752","very long prompt is handled without 500 @api","firefox","Mon Mar 02 12:20:56 UTC 2026","passed","Mon Mar 02 12:20:57 UTC 2026","Prompt Edge Cases — Security & Encoding","api/prompt-edge-cases.spec.ts","",""
"","463","unknown route returns 404 @smoke @ui","chromium","Mon Mar 02 12:20:44 UTC 2026","passed","Mon Mar 02 12:20:45 UTC 2026","Navigation","ui/navigation.spec.ts","",""
"","4533","failed videos show error message @ui","firefox","Mon Mar 02 12:21:06 UTC 2026","passed","Mon Mar 02 12:21:10 UTC 2026","History Page","ui/history.spec.ts","",""
"","73","whitespace-only prompt returns 400 @api","mobile-chrome","Mon Mar 02 12:20:54 UTC 2026","passed","Mon Mar 02 12:20:54 UTC 2026","Prompt Edge Cases — Security & Encoding","api/prompt-edge-cases.spec.ts","",""
"","2274","History page should have no a11y violations @a11y @regression","chromium","Mon Mar 02 12:20:27 UTC 2026","passed","Mon Mar 02 12:20:29 UTC 2026","Accessibility — WCAG 2.1 AA Scans","a11y/page-scans.spec.ts","",""
"","15453","generate button appears with correct video count @ui","webkit","Mon Mar 02 12:22:40 UTC 2026","passed","Mon Mar 02 12:22:55 UTC 2026","Stock Footage — Script Parsing","ui/stock-footage.spec.ts","",""
"","573","polling starts after generation trigger @smoke @ui","mobile-chrome","Mon Mar 02 12:21:11 UTC 2026","skipped","Mon Mar 02 12:21:12 UTC 2026","Studio Generation (mocked)","ui/studio.spec.ts","",""
"","4891","all 3 nav links visible on every page @smoke @ui","webkit","Mon Mar 02 12:21:11 UTC 2026","passed","Mon Mar 02 12:21:16 UTC 2026","Navigation","ui/navigation.spec.ts","",""
"","1638","video count spinner defaults to 3 with min=1 max=5 @smoke @ui","webkit","Mon Mar 02 12:22:53 UTC 2026","passed","Mon Mar 02 12:22:54 UTC 2026","Studio Page","ui/studio.spec.ts","",""
"","1879","aspect ratio dropdown: Landscape (default), Portrait @smoke @ui","webkit","Mon Mar 02 12:22:55 UTC 2026","passed","Mon Mar 02 12:22:57 UTC 2026","Studio Page","ui/studio.spec.ts","",""
